Statistik_Code,Statistik_Label,Berichtsjahr,Zusammenfassungen ausgewaehlter Berufe,Berufsgattung,Referenzberuf,Rechtsgrundlage,Reglementierung,Geschlecht,Neuantraege_Anzahl
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81464,Facharzt/Fachärztin für Psychiatrie und Psychotherapie,Landesrecht,Reglementiert,Frauen,9
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81464,Facharzt/Fachärztin für Psychiatrie und Psychotherapie,Landesrecht,Reglementiert,Männer,9
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81474,"Facharzt/Fachärztin für Mund-, Kiefer- und Gesichtschirurgie",Landesrecht,Reglementiert,Männer,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81484,Facharzt/Fachärztin für Humangenetik,Landesrecht,Reglementiert,Männer,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81484,Facharzt/Fachärztin für Neurochirurgie,Landesrecht,Reglementiert,Männer,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81484,Facharzt/Fachärztin für Physikalische und Rehabilitative Medizin,Landesrecht,Reglementiert,Frauen,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Facharzt/Fachärztin,81484,Facharzt/Fachärztin für Physikalische und Rehabilitative Medizin,Landesrecht,Reglementiert,Männer,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Fachzahnarzt/Fachzahnärztin,81474,Fachzahnarzt/Fachzahnärztin für Kieferorthopädie,Landesrecht,Reglementiert,Frauen,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Fachzahnarzt/Fachzahnärztin,81474,Fachzahnarzt/Fachzahnärztin für Kieferorthopädie,Landesrecht,Reglementiert,Männer,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Fachzahnarzt/Fachzahnärztin,81474,Fachzahnarzt/Fachzahnärztin für öffentliches Gesundheitswesen,Landesrecht,Reglementiert,Frauen,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Fachzahnarzt/Fachzahnärztin,81474,Fachzahnarzt/Fachzahnärztin für Oralchirurgie,Landesrecht,Reglementiert,Frauen,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Fachzahnarzt/Fachzahnärztin,81474,Fachzahnarzt/Fachzahnärztin für Oralchirurgie,Landesrecht,Reglementiert,Männer,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Gesundheits- und Krankenpflegeassistent/in bzw. Pflegehelfer/in,81301,Gesundheits- und Krankenpflegehelfer/in,Landesrecht,Reglementiert,Frauen,297
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Gesundheits- und Krankenpflegeassistent/in bzw. Pflegehelfer/in,81301,Gesundheits- und Krankenpflegehelfer/in,Landesrecht,Reglementiert,Männer,90
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Gesundheits- und Krankenpflegeassistent/in bzw. Pflegehelfer/in,81301,Gesundheits- und Krankenpflegehelfer/in mit generalistischer Ausrichtung,Landesrecht,Reglementiert,Frauen,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Gesundheits- und Krankenpflegeassistent/in bzw. Pflegehelfer/in,81301,Gesundheits- und Krankenpflegehelfer/in mit generalistischer Ausrichtung,Landesrecht,Reglementiert,Männer,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Gesundheits- und Krankenpflegeassistent/in bzw. Pflegehelfer/in,81301,Krankenpflegehelfer/in,Landesrecht,Reglementiert,Frauen,123
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Gesundheits- und Krankenpflegeassistent/in bzw. Pflegehelfer/in,81301,Krankenpflegehelfer/in,Landesrecht,Reglementiert,Männer,24
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Ingenieur/in,27103,Ingenieur/in,Landesrecht,Reglementiert,Frauen,1455
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Ingenieur/in,27103,Ingenieur/in,Landesrecht,Reglementiert,Männer,3606
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Kinderpfleger/in,83112,Kinderpfleger/in (Staatlich anerkannt),Landesrecht,Reglementiert,Frauen,9
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Lehramt/Lehrer/in,84124,Lehrer/in,Landesrecht,Reglementiert,Frauen,2544
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Lehramt/Lehrer/in,84124,Lehrer/in,Landesrecht,Reglementiert,Männer,552
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Lehramt/Lehrer/in,84124,"Lehramt an Grundschulen, an Regionalen Schulen, an Gymnasien, für Sonderpädagogik, an beruflichen Schulen",Landesrecht,Reglementiert,Frauen,192
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Lehramt/Lehrer/in,84124,"Lehramt an Grundschulen, an Regionalen Schulen, an Gymnasien, für Sonderpädagogik, an beruflichen Schulen",Landesrecht,Reglementiert,Männer,36
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Lehramt/Lehrer/in,84134,Lehramt für Sonderpädagogik,Landesrecht,Reglementiert,Frauen,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Pflegefachmann/Pflegefachfrau (inkl. Vorgängerberufe),81302,Gesundheits- und Kinderkrankenpfleger/in,Bundesrecht,Reglementiert,Frauen,183
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Pflegefachmann/Pflegefachfrau (inkl. Vorgängerberufe),81302,Gesundheits- und Kinderkrankenpfleger/in,Bundesrecht,Reglementiert,Männer,9
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Pflegefachmann/Pflegefachfrau (inkl. Vorgängerberufe),81302,Gesundheits- und Krankenpfleger/in,Bundesrecht,Reglementiert,Frauen,2040
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Pflegefachmann/Pflegefachfrau (inkl. Vorgängerberufe),81302,Gesundheits- und Krankenpfleger/in,Bundesrecht,Reglementiert,Männer,624
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Pflegefachmann/Pflegefachfrau (inkl. Vorgängerberufe),81302,Pflegefachmann/Pflegefachfrau,Bundesrecht,Reglementiert,Frauen,14958
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Pflegefachmann/Pflegefachfrau (inkl. Vorgängerberufe),81302,Pflegefachmann/Pflegefachfrau,Bundesrecht,Reglementiert,Männer,4803
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Pflegefachmann/Pflegefachfrau (inkl. Vorgängerberufe),82102,Altenpfleger/in,Bundesrecht,Reglementiert,Frauen,78
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Pflegefachmann/Pflegefachfrau (inkl. Vorgängerberufe),82102,Altenpfleger/in,Bundesrecht,Reglementiert,Männer,42
