Statistik_Code,Statistik_Label,Berichtsjahr,Berufshauptgruppe,Berufsgattung,Referenzberuf,Rechtsgrundlage,Reglementierung,Ausbildungsstaat,Positiv_Beschieden_Anzahl
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,(Innen-)Ausbauberufe,33322,Bootsbauer/in,Bundesrecht,Nicht reglementiert,Insgesamt,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,(Innen-)Ausbauberufe,33342,Glaser/in,Bundesrecht,Nicht reglementiert,Insgesamt,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Gebäude- und versorgungstechnische Berufe,34202,Klempner/in,Bundesrecht,Nicht reglementiert,Insgesamt,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Gebäude- und versorgungstechnische Berufe,34212,"Anlagenmechaniker/in für Sanitär-, Heizungs- und Klimatechnik",Bundesrecht,Nicht reglementiert,Insgesamt,258
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Gebäude- und versorgungstechnische Berufe,34232,Mechatroniker/in für Kältetechnik,Bundesrecht,Nicht reglementiert,Insgesamt,72
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Gebäude- und versorgungstechnische Berufe,34332,Umwelttechnologe/-technologin für Kreislauf- und Abfallwirtschaft,Bundesrecht,Nicht reglementiert,Insgesamt,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Gebäude- und versorgungstechnische Berufe,34342,Anlagenmechaniker/in,Bundesrecht,Nicht reglementiert,Insgesamt,24
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Gebäude- und versorgungstechnische Berufe,34342,Behälter- und Apparatebauer/in,Bundesrecht,Nicht reglementiert,Insgesamt,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mathematik-, Biologie-, Chemie- und Physikberufe",41212,Biologielaborant/in,Bundesrecht,Nicht reglementiert,Insgesamt,18
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mathematik-, Biologie-, Chemie- und Physikberufe",41212,Biologisch-technische(r) Assistent/in (Staatlich gepr.),Landesrecht,Nicht reglementiert,Insgesamt,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mathematik-, Biologie-, Chemie- und Physikberufe",41312,Chemikant/in,Bundesrecht,Nicht reglementiert,Insgesamt,36
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mathematik-, Biologie-, Chemie- und Physikberufe",41312,Pharmakant/in,Bundesrecht,Nicht reglementiert,Insgesamt,6
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mathematik-, Biologie-, Chemie- und Physikberufe",41312,Produktionsfachkraft Chemie,Bundesrecht,Nicht reglementiert,Insgesamt,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mathematik-, Biologie-, Chemie- und Physikberufe",41313,Chemietechniker/in (Staatlich gepr.),Landesrecht,Nicht reglementiert,Insgesamt,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mathematik-, Biologie-, Chemie- und Physikberufe",41313,Techniker/in Fachrichtung Chemietechnik (Staatlich gepr.),Landesrecht,Nicht reglementiert,Insgesamt,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mathematik-, Biologie-, Chemie- und Physikberufe",41322,Chemielaborant/in,Bundesrecht,Nicht reglementiert,Insgesamt,57
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mathematik-, Biologie-, Chemie- und Physikberufe",41322,Chemielaborjungwerker/in,Bundesrecht,Nicht reglementiert,Insgesamt,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mathematik-, Biologie-, Chemie- und Physikberufe",41322,Chemisch-technische(r) Assistent/in (Staatlich gepr.),Landesrecht,Nicht reglementiert,Insgesamt,15
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mathematik-, Biologie-, Chemie- und Physikberufe",41412,Physiklaborant/in,Bundesrecht,Nicht reglementiert,Insgesamt,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mathematik-, Biologie-, Chemie- und Physikberufe",41412,Physikalisch- technische(r) Assistent/in (Staatlich gepr.),Landesrecht,Nicht reglementiert,Insgesamt,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mathematik-, Biologie-, Chemie- und Physikberufe",41422,Werkstoffprüfer/in,Bundesrecht,Nicht reglementiert,Insgesamt,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mathematik-, Biologie-, Chemie- und Physikberufe",41432,Baustoffprüfer/in,Bundesrecht,Nicht reglementiert,Insgesamt,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Geologie-, Geografie- und Umweltschutzberufe",42202,Umweltschutztechnische(r) Assistent/in (Staatlich gepr.),Landesrecht,Nicht reglementiert,Insgesamt,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Geologie-, Geografie- und Umweltschutzberufe",42203,Techniker/in Fachrichtung Umweltschutztechnik (Staatlich gepr.),Landesrecht,Nicht reglementiert,Insgesamt,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Geologie-, Geografie- und Umweltschutzberufe",42212,Schornsteinfeger/in,Bundesrecht,Nicht reglementiert,Insgesamt,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Informatik-, Informations- und Kommunikationstechnologieberufe",43102,Fachinformatiker/in,Bundesrecht,Nicht reglementiert,Insgesamt,357
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Informatik-, Informations- und Kommunikationstechnologieberufe",43102,Informationstechnische(r) Assistent/in (Staatlich gepr.),Landesrecht,Nicht reglementiert,Insgesamt,24
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Informatik-, Informations- und Kommunikationstechnologieberufe",43103,Informatiktechniker/in (Staatlich gepr.),Landesrecht,Nicht reglementiert,Insgesamt,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Informatik-, Informations- und Kommunikationstechnologieberufe",43103,Informatiker/in (Staatlich gepr.),Landesrecht,Nicht reglementiert,Insgesamt,6
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Informatik-, Informations- und Kommunikationstechnologieberufe",43112,Kaufmann/Kauffrau für Digitalisierungsmanagement,Bundesrecht,Nicht reglementiert,Insgesamt,6
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Informatik-, Informations- und Kommunikationstechnologieberufe",43123,Informatiker/in Fachrichtung Technische Informatik,Landesrecht,Nicht reglementiert,Insgesamt,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Informatik-, Informations- und Kommunikationstechnologieberufe",43224,IT-Berater/in (Gepr.) Certified IT Business Consultant,Bundesrecht,Nicht reglementiert,Insgesamt,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Informatik-, Informations- und Kommunikationstechnologieberufe",43232,Kaufmann/Kauffrau für IT-System-Management,Bundesrecht,Nicht reglementiert,Insgesamt,6
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Informatik-, Informations- und Kommunikationstechnologieberufe",43412,Mathematisch-technische(r) Softwareentwickler/in,Bundesrecht,Nicht reglementiert,Insgesamt,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Verkehrs- und Logistikberufe (außer Fahrzeugführung),51312,Fachkraft für Lagerlogistik,Bundesrecht,Nicht reglementiert,Insgesamt,21
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Verkehrs- und Logistikberufe (außer Fahrzeugführung),51312,Fachlagerist/in,Bundesrecht,Nicht reglementiert,Insgesamt,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Verkehrs- und Logistikberufe (außer Fahrzeugführung),51322,"Fachkraft für Kurier-, Express- und Postdienstleistungen",Bundesrecht,Nicht reglementiert,Insgesamt,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Verkehrs- und Logistikberufe (außer Fahrzeugführung),51332,Fachkraft für Hafenlogistik,Bundesrecht,Nicht reglementiert,Insgesamt,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Verkehrs- und Logistikberufe (außer Fahrzeugführung),51412,Kaufmann/Kauffrau für Verkehrsservice,Bundesrecht,Nicht reglementiert,Insgesamt,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Verkehrs- und Logistikberufe (außer Fahrzeugführung),51422,Servicekaufmann/-kauffrau im Luftverkehr,Bundesrecht,Nicht reglementiert,Insgesamt,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Verkehrs- und Logistikberufe (außer Fahrzeugführung),51522,Eisenbahner/in in der Zugverkehrssteuerung,Bundesrecht,Nicht reglementiert,Insgesamt,15
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Verkehrs- und Logistikberufe (außer Fahrzeugführung),51622,Kaufmann/Kauffrau für Spedition und Logistikdienstleistung,Bundesrecht,Nicht reglementiert,Insgesamt,102
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Verkehrs- und Logistikberufe (außer Fahrzeugführung),51623,Fachwirt/in für Logistiksysteme (Gepr.) - Bachelor Professional in Logistiksysteme,Bundesrecht,Nicht reglementiert,Insgesamt,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Verkehrs- und Logistikberufe (außer Fahrzeugführung),51632,Kaufmann/Kauffrau im Eisenbahn- und Straßenverkehr,Bundesrecht,Nicht reglementiert,Insgesamt,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Verkehrs- und Logistikberufe (außer Fahrzeugführung),51642,Luftverkehrskaufmann/-kauffrau,Bundesrecht,Nicht reglementiert,Insgesamt,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Verkehrs- und Logistikberufe (außer Fahrzeugführung),51652,Schifffahrtskaufmann/-kauffrau,Bundesrecht,Nicht reglementiert,Insgesamt,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Verkehrs- und Logistikberufe (außer Fahrzeugführung),51662,"Kaufmann/Kauffrau für Kurier-, Express- und Postdienstleistungen",Bundesrecht,Nicht reglementiert,Insgesamt,9
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Führer/innen von Fahrzeug- und Transportgeräten,52122,Berufskraftfahrer/in,Bundesrecht,Nicht reglementiert,Insgesamt,135
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Führer/innen von Fahrzeug- und Transportgeräten,52202,Eisenbahner/in im Betriebsdienst Lokführer/in und Transport,Bundesrecht,Nicht reglementiert,Insgesamt,66
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Führer/innen von Fahrzeug- und Transportgeräten,52422,Binnenschiffer/in,Bundesrecht,Nicht reglementiert,Insgesamt,6
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Führer/innen von Fahrzeug- und Transportgeräten,52522,Baugeräteführer/in,Bundesrecht,Nicht reglementiert,Insgesamt,12
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Schutz-, Sicherheits- und Überwachungsberufe",53112,Fachkraft für Schutz und Sicherheit,Bundesrecht,Nicht reglementiert,Insgesamt,9
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Schutz-, Sicherheits- und Überwachungsberufe",53112,Servicekraft für Schutz und Sicherheit,Bundesrecht,Nicht reglementiert,Insgesamt,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Schutz-, Sicherheits- und Überwachungsberufe",53132,Werkfeuerwehrmann/-frau,Bundesrecht,Nicht reglementiert,Insgesamt,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Schutz-, Sicherheits- und Überwachungsberufe",53322,Fachkraft für Hygieneüberwachung (Staatlich gepr.),Landesrecht,Nicht reglementiert,Insgesamt,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Schutz-, Sicherheits- und Überwachungsberufe",53342,Schädlingsbekämpfer/in,Bundesrecht,Nicht reglementiert,Insgesamt,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Einkaufs-, Vertriebs- und Handelsberufe",61113,Fachwirt/in für Einkauf (Gepr.) - Bachelor Professional in Procurement,Bundesrecht,Nicht reglementiert,Insgesamt,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Einkaufs-, Vertriebs- und Handelsberufe",61212,Kaufmann/Kauffrau für Groß- und Außenhandelsmanagement,Bundesrecht,Nicht reglementiert,Insgesamt,45
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Einkaufs-, Vertriebs- und Handelsberufe",61213,Fachwirt/in für Außenwirtschaft (Gepr.) - Bachelor Professional in Foreign Trade,Bundesrecht,Nicht reglementiert,Insgesamt,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Einkaufs-, Vertriebs- und Handelsberufe",61282,Kaufmann/Kauffrau im E-Commerce,Bundesrecht,Nicht reglementiert,Insgesamt,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Verkaufsberufe,62102,Kaufmann/Kauffrau im Einzelhandel,Bundesrecht,Nicht reglementiert,Insgesamt,87
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Verkaufsberufe,62102,Verkäufer/in,Bundesrecht,Nicht reglementiert,Insgesamt,87
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Verkaufsberufe,62272,Automobilkaufmann/-kauffrau,Bundesrecht,Nicht reglementiert,Insgesamt,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Verkaufsberufe,62412,Pharmazeutisch-kaufmännische(r) Angestellte(r),Bundesrecht,Nicht reglementiert,Insgesamt,12
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Tourismus-, Hotel- und Gaststättenberufe",63112,Kaufmann/Kauffrau für Tourismus und Freizeit,Bundesrecht,Nicht reglementiert,Insgesamt,24
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Tourismus-, Hotel- und Gaststättenberufe",63112,Tourismuskaufmann/-kauffrau (Kaufmann/Kauffrau für Privat- und Geschäftsreisen),Bundesrecht,Nicht reglementiert,Insgesamt,36
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Tourismus-, Hotel- und Gaststättenberufe",63122,Sport- und Fitnesskaufmann/-kauffrau,Bundesrecht,Nicht reglementiert,Insgesamt,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Tourismus-, Hotel- und Gaststättenberufe",63122,Sportfachmann/-fachfrau,Bundesrecht,Nicht reglementiert,Insgesamt,6
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Tourismus-, Hotel- und Gaststättenberufe",63212,Kaufmann/Kauffrau für Hotelmanagement,Bundesrecht,Nicht reglementiert,Insgesamt,48
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Tourismus-, Hotel- und Gaststättenberufe",63222,Hotelfachmann/-fachfrau,Bundesrecht,Nicht reglementiert,Insgesamt,195
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Tourismus-, Hotel- und Gaststättenberufe",63293,Hotelmeister/in (Gepr.),Bundesrecht,Nicht reglementiert,Insgesamt,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Tourismus-, Hotel- und Gaststättenberufe",63302,Fachkraft für Gastronomie,Bundesrecht,Nicht reglementiert,Insgesamt,54
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Tourismus-, Hotel- und Gaststättenberufe",63302,Fachmann/Fachfrau für Restaurants und Veranstaltungsgastronomie,Bundesrecht,Nicht reglementiert,Insgesamt,132
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Tourismus-, Hotel- und Gaststättenberufe",63402,Veranstaltungskaufmann/-kauffrau,Bundesrecht,Nicht reglementiert,Insgesamt,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Berufe in Unternehmensführung und -organisation,71302,Industriekaufmann/-kauffrau,Bundesrecht,Nicht reglementiert,Insgesamt,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Berufe in Unternehmensführung und -organisation,71302,Kaufmännische(r) Assistent/in (Staatlich gepr.),Landesrecht,Nicht reglementiert,Insgesamt,36
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Berufe in Unternehmensführung und -organisation,71302,Kaufmännische(r) Assistent/in für Betriebswirtschaft (Staatlich gepr.),Landesrecht,Nicht reglementiert,Insgesamt,9
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Berufe in Unternehmensführung und -organisation,71303,Wirtschaftsfachwirt/in (Gepr.),Bundesrecht,Nicht reglementiert,Insgesamt,15
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Berufe in Unternehmensführung und -organisation,71303,Betriebswirt/in,Landesrecht,Nicht reglementiert,Insgesamt,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Berufe in Unternehmensführung und -organisation,71303,Betriebswirt/in (Staatlich gepr.),Landesrecht,Nicht reglementiert,Insgesamt,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Berufe in Unternehmensführung und -organisation,71402,Kaufmann/Kauffrau für Büromanagement,Bundesrecht,Nicht reglementiert,Insgesamt,786
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Berufe in Unternehmensführung und -organisation,71402,Kaufmännische(r) Assistent/in für Bürowirtschaft (Staatlich gepr.),Landesrecht,Nicht reglementiert,Insgesamt,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Berufe in Unternehmensführung und -organisation,71413,Fremdsprachenkorrespondent/in (Staatlich gepr.),Landesrecht,Nicht reglementiert,Insgesamt,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Berufe in Unternehmensführung und -organisation,71424,Dolmetscher/in (Staatlich gepr.),Landesrecht,Nicht reglementiert,Insgesamt,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Berufe in Unternehmensführung und -organisation,71424,Übersetzer/in (Staatlich gepr.),Landesrecht,Nicht reglementiert,Insgesamt,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Berufe in Unternehmensführung und -organisation,71522,Personaldienstleistungskaufmann/-kauffrau,Bundesrecht,Nicht reglementiert,Insgesamt,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Berufe in Finanzdienstleistungen, Rechnungswesen und Steuerberatung",72112,Bankkaufmann/-kauffrau,Bundesrecht,Nicht reglementiert,Insgesamt,36
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Berufe in Finanzdienstleistungen, Rechnungswesen und Steuerberatung",72113,Bankfachwirt/in (Gepr.),Bundesrecht,Nicht reglementiert,Insgesamt,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Berufe in Finanzdienstleistungen, Rechnungswesen und Steuerberatung",72122,Investmentfondskaufmann/-kauffrau,Bundesrecht,Nicht reglementiert,Insgesamt,6
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Berufe in Finanzdienstleistungen, Rechnungswesen und Steuerberatung",72123,Fachwirt/in für Finanzberatung (Gepr.),Bundesrecht,Nicht reglementiert,Insgesamt,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Berufe in Finanzdienstleistungen, Rechnungswesen und Steuerberatung",72132,Kaufmann/Kauffrau für Versicherungen und Finanzanlagen,Bundesrecht,Nicht reglementiert,Insgesamt,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Berufe in Finanzdienstleistungen, Rechnungswesen und Steuerberatung",72213,Bilanzbuchhalter/in (Gepr.) - Bachelor Professional in Bilanzbuchhaltung,Bundesrecht,Nicht reglementiert,Insgesamt,6
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Berufe in Finanzdienstleistungen, Rechnungswesen und Steuerberatung",72213,Bilanzbuchhalter/in International (Gepr.),Bundesrecht,Nicht reglementiert,Insgesamt,6
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Berufe in Finanzdienstleistungen, Rechnungswesen und Steuerberatung",72213,"Betriebswirt/in für Steuern, Rechnungslegung und Controlling",Landesrecht,Nicht reglementiert,Insgesamt,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Berufe in Finanzdienstleistungen, Rechnungswesen und Steuerberatung",72234,Controller/in (Gepr.),Bundesrecht,Nicht reglementiert,Insgesamt,24
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Berufe in Finanzdienstleistungen, Rechnungswesen und Steuerberatung",72302,Steuerfachangestellte(r),Bundesrecht,Nicht reglementiert,Insgesamt,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Berufe in Recht und Verwaltung,73112,Rechtsanwaltsfachangestellte(r),Bundesrecht,Nicht reglementiert,Insgesamt,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Berufe in Recht und Verwaltung,73202,Verwaltungsfachangestellte(r),Bundesrecht,Nicht reglementiert,Insgesamt,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Berufe in Recht und Verwaltung,73222,Kaufmann/Kauffrau im Gesundheitswesen,Bundesrecht,Nicht reglementiert,Insgesamt,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Berufe in Recht und Verwaltung,73332,Fachangestellte(r) für Medien- und Informationsdienste,Bundesrecht,Nicht reglementiert,Insgesamt,12
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Berufe in Recht und Verwaltung,73342,Medizinische(r) Dokumentationsassistent/in (Staatlich gepr.),Landesrecht,Nicht reglementiert,Insgesamt,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Medizinische Gesundheitsberufe,81102,Medizinische(r) Fachangestellte(r),Bundesrecht,Nicht reglementiert,Insgesamt,48
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Medizinische Gesundheitsberufe,81112,Zahnmedizinische(r) Fachangestellte(r),Bundesrecht,Nicht reglementiert,Insgesamt,216
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Medizinische Gesundheitsberufe,81142,Tiermedizinische(r) Fachangestellte(r),Bundesrecht,Nicht reglementiert,Insgesamt,9
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Medizinische Gesundheitsberufe,81301,Pflegefachhelfer/in - Krankenpflege (nur in Bayern),Landesrecht,Nicht reglementiert,Insgesamt,387
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Medizinische Gesundheitsberufe,81301,Krankenpflegehelfer/in (Nicht reglementiert),Landesrecht,Nicht reglementiert,Insgesamt,15
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Medizinische Gesundheitsberufe,81301,Pflegeassistent/in (Staatlich gepr.) (nicht reglementiert),Landesrecht,Nicht reglementiert,Insgesamt,36
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Medizinische Gesundheitsberufe,81342,Rettungssanitäter/in (Hessen) (Nicht reglementiert),Landesrecht,Nicht reglementiert,Insgesamt,9
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Medizinische Gesundheitsberufe,81883,Pharmareferent/in (Gepr.),Bundesrecht,Nicht reglementiert,Insgesamt,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Nichtmedizinische Gesundheits-, Körperpflege- und Wellnessberufe, Medizintechnik",82101,Pflegefachhelfer/in - Altenpflege (nur in Bayern),Landesrecht,Nicht reglementiert,Insgesamt,24
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Nichtmedizinische Gesundheits-, Körperpflege- und Wellnessberufe, Medizintechnik",82312,Friseur/in,Bundesrecht,Nicht reglementiert,Insgesamt,501
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Nichtmedizinische Gesundheits-, Körperpflege- und Wellnessberufe, Medizintechnik",82322,Kosmetiker/in,Bundesrecht,Nicht reglementiert,Insgesamt,21
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Nichtmedizinische Gesundheits-, Körperpflege- und Wellnessberufe, Medizintechnik",82512,Orthopädietechnik-Mechaniker/in,Bundesrecht,Nicht reglementiert,Insgesamt,6
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Nichtmedizinische Gesundheits-, Körperpflege- und Wellnessberufe, Medizintechnik",82522,Augenoptiker/in,Bundesrecht,Nicht reglementiert,Insgesamt,18
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Nichtmedizinische Gesundheits-, Körperpflege- und Wellnessberufe, Medizintechnik",82532,Hörakustiker/in,Bundesrecht,Nicht reglementiert,Insgesamt,9
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Nichtmedizinische Gesundheits-, Körperpflege- und Wellnessberufe, Medizintechnik",82542,Zahntechniker/in,Bundesrecht,Nicht reglementiert,Insgesamt,204
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Erziehung, soziale und hauswirtschaftliche Berufe, Theologie",83112,Kinderpfleger/in (Staatlich gepr.),Landesrecht,Nicht reglementiert,Insgesamt,66
