Statistik_Code,Statistik_Label,Berichtsjahr,Berufshauptgruppe,Berufsgattung,Referenzberuf,Rechtsgrundlage,Reglementierung,Ausbildungsstaat,Beschieden_Anzahl
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Maschinen- und Fahrzeugtechnikberufe,25233,Techniker/in Fachrichtung Luftfahrttechnik (Staatlich gepr.),Landesrecht,Nicht reglementiert,Südamerika,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Maschinen- und Fahrzeugtechnikberufe,25233,Techniker/in Fachrichtung Luftfahrttechnik (Staatlich gepr.),Landesrecht,Nicht reglementiert,EU-Länder,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Maschinen- und Fahrzeugtechnikberufe,25233,Techniker/in Fachrichtung Luftfahrttechnik (Staatlich gepr.),Landesrecht,Nicht reglementiert,EWR/Schweiz,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Maschinen- und Fahrzeugtechnikberufe,25233,Techniker/in Fachrichtung Luftfahrttechnik (Staatlich gepr.),Landesrecht,Nicht reglementiert,Drittstaaten,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Maschinen- und Fahrzeugtechnikberufe,25252,Zweiradmechatroniker/in,Bundesrecht,Nicht reglementiert,Europa,6
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Maschinen- und Fahrzeugtechnikberufe,25252,Zweiradmechatroniker/in,Bundesrecht,Nicht reglementiert,Asien,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Maschinen- und Fahrzeugtechnikberufe,25252,Zweiradmechatroniker/in,Bundesrecht,Nicht reglementiert,Übriges Europa,6
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,Maschinen- und Fahrzeugtechnikberufe,25252,Zweiradmechatroniker/in,Bundesrecht,Nicht reglementiert,Drittstaaten,6
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mechatronik-, Energie- und Elektroberufe",26112,Mechatroniker/in,Bundesrecht,Nicht reglementiert,Europa,111
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mechatronik-, Energie- und Elektroberufe",26112,Mechatroniker/in,Bundesrecht,Nicht reglementiert,Afrika,63
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mechatronik-, Energie- und Elektroberufe",26112,Mechatroniker/in,Bundesrecht,Nicht reglementiert,Amerika (gesamt),15
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mechatronik-, Energie- und Elektroberufe",26112,Mechatroniker/in,Bundesrecht,Nicht reglementiert,Südamerika,15
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mechatronik-, Energie- und Elektroberufe",26112,Mechatroniker/in,Bundesrecht,Nicht reglementiert,Asien,12
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mechatronik-, Energie- und Elektroberufe",26112,Mechatroniker/in,Bundesrecht,Nicht reglementiert,EU-Länder,30
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mechatronik-, Energie- und Elektroberufe",26112,Mechatroniker/in,Bundesrecht,Nicht reglementiert,Übriges Europa,78
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mechatronik-, Energie- und Elektroberufe",26112,Mechatroniker/in,Bundesrecht,Nicht reglementiert,EWR/Schweiz,30
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mechatronik-, Energie- und Elektroberufe",26112,Mechatroniker/in,Bundesrecht,Nicht reglementiert,Drittstaaten,168
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mechatronik-, Energie- und Elektroberufe",26112,Technische(r) Assistent/in mit Schwerpunkt Mechatronische Systeme,Landesrecht,Nicht reglementiert,Afrika,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mechatronik-, Energie- und Elektroberufe",26112,Technische(r) Assistent/in mit Schwerpunkt Mechatronische Systeme,Landesrecht,Nicht reglementiert,Drittstaaten,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mechatronik-, Energie- und Elektroberufe",26113,Techniker/in Fachrichtung Mechatronik (Staatlich gepr.),Landesrecht,Nicht reglementiert,Amerika (gesamt),0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mechatronik-, Energie- und Elektroberufe",26113,Techniker/in Fachrichtung Mechatronik (Staatlich gepr.),Landesrecht,Nicht reglementiert,Nordamerika,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mechatronik-, Energie- und Elektroberufe",26113,Techniker/in Fachrichtung Mechatronik (Staatlich gepr.),Landesrecht,Nicht reglementiert,Asien,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mechatronik-, Energie- und Elektroberufe",26113,Techniker/in Fachrichtung Mechatronik (Staatlich gepr.),Landesrecht,Nicht reglementiert,Drittstaaten,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mechatronik-, Energie- und Elektroberufe",26113,Techniker/in - Automatisierungstechnik / Mechatronik (Staatlich gepr.),Landesrecht,Nicht reglementiert,Afrika,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mechatronik-, Energie- und Elektroberufe",26113,Techniker/in - Automatisierungstechnik / Mechatronik (Staatlich gepr.),Landesrecht,Nicht reglementiert,Drittstaaten,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mechatronik-, Energie- und Elektroberufe",26122,Elektroniker/in für Automatisierungstechnik,Bundesrecht,Nicht reglementiert,Europa,165
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mechatronik-, Energie- und Elektroberufe",26122,Elektroniker/in für Automatisierungstechnik,Bundesrecht,Nicht reglementiert,Afrika,132
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mechatronik-, Energie- und Elektroberufe",26122,Elektroniker/in für Automatisierungstechnik,Bundesrecht,Nicht reglementiert,Amerika (gesamt),6
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mechatronik-, Energie- und Elektroberufe",26122,Elektroniker/in für Automatisierungstechnik,Bundesrecht,Nicht reglementiert,Nordamerika,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mechatronik-, Energie- und Elektroberufe",26122,Elektroniker/in für Automatisierungstechnik,Bundesrecht,Nicht reglementiert,Südamerika,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mechatronik-, Energie- und Elektroberufe",26122,Elektroniker/in für Automatisierungstechnik,Bundesrecht,Nicht reglementiert,Asien,9
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mechatronik-, Energie- und Elektroberufe",26122,Elektroniker/in für Automatisierungstechnik,Bundesrecht,Nicht reglementiert,EU-Länder,36
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mechatronik-, Energie- und Elektroberufe",26122,Elektroniker/in für Automatisierungstechnik,Bundesrecht,Nicht reglementiert,Übriges Europa,129
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mechatronik-, Energie- und Elektroberufe",26122,Elektroniker/in für Automatisierungstechnik,Bundesrecht,Nicht reglementiert,EWR/Schweiz,36
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mechatronik-, Energie- und Elektroberufe",26122,Elektroniker/in für Automatisierungstechnik,Bundesrecht,Nicht reglementiert,Drittstaaten,276
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mechatronik-, Energie- und Elektroberufe",26212,Elektroniker/in für Gebäude- und Infrastruktursysteme,Bundesrecht,Nicht reglementiert,Europa,42
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mechatronik-, Energie- und Elektroberufe",26212,Elektroniker/in für Gebäude- und Infrastruktursysteme,Bundesrecht,Nicht reglementiert,Afrika,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mechatronik-, Energie- und Elektroberufe",26212,Elektroniker/in für Gebäude- und Infrastruktursysteme,Bundesrecht,Nicht reglementiert,Amerika (gesamt),45
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mechatronik-, Energie- und Elektroberufe",26212,Elektroniker/in für Gebäude- und Infrastruktursysteme,Bundesrecht,Nicht reglementiert,Südamerika,45
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mechatronik-, Energie- und Elektroberufe",26212,Elektroniker/in für Gebäude- und Infrastruktursysteme,Bundesrecht,Nicht reglementiert,Asien,9
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mechatronik-, Energie- und Elektroberufe",26212,Elektroniker/in für Gebäude- und Infrastruktursysteme,Bundesrecht,Nicht reglementiert,Australien/Ozeanien,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mechatronik-, Energie- und Elektroberufe",26212,Elektroniker/in für Gebäude- und Infrastruktursysteme,Bundesrecht,Nicht reglementiert,EU-Länder,15
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mechatronik-, Energie- und Elektroberufe",26212,Elektroniker/in für Gebäude- und Infrastruktursysteme,Bundesrecht,Nicht reglementiert,Übriges Europa,27
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mechatronik-, Energie- und Elektroberufe",26212,Elektroniker/in für Gebäude- und Infrastruktursysteme,Bundesrecht,Nicht reglementiert,EWR/Schweiz,15
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mechatronik-, Energie- und Elektroberufe",26212,Elektroniker/in für Gebäude- und Infrastruktursysteme,Bundesrecht,Nicht reglementiert,Drittstaaten,84
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mechatronik-, Energie- und Elektroberufe",26212,Elektroniker/in für Gebäudesystemintegration,Bundesrecht,Nicht reglementiert,Europa,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mechatronik-, Energie- und Elektroberufe",26212,Elektroniker/in für Gebäudesystemintegration,Bundesrecht,Nicht reglementiert,EU-Länder,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mechatronik-, Energie- und Elektroberufe",26212,Elektroniker/in für Gebäudesystemintegration,Bundesrecht,Nicht reglementiert,Übriges Europa,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mechatronik-, Energie- und Elektroberufe",26212,Elektroniker/in für Gebäudesystemintegration,Bundesrecht,Nicht reglementiert,EWR/Schweiz,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mechatronik-, Energie- und Elektroberufe",26212,Elektroniker/in für Gebäudesystemintegration,Bundesrecht,Nicht reglementiert,Drittstaaten,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mechatronik-, Energie- und Elektroberufe",26222,Elektroniker/in für Maschinen und Antriebstechnik nach der HwO,Bundesrecht,Nicht reglementiert,Europa,39
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mechatronik-, Energie- und Elektroberufe",26222,Elektroniker/in für Maschinen und Antriebstechnik nach der HwO,Bundesrecht,Nicht reglementiert,Afrika,6
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mechatronik-, Energie- und Elektroberufe",26222,Elektroniker/in für Maschinen und Antriebstechnik nach der HwO,Bundesrecht,Nicht reglementiert,Asien,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mechatronik-, Energie- und Elektroberufe",26222,Elektroniker/in für Maschinen und Antriebstechnik nach der HwO,Bundesrecht,Nicht reglementiert,EU-Länder,9
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mechatronik-, Energie- und Elektroberufe",26222,Elektroniker/in für Maschinen und Antriebstechnik nach der HwO,Bundesrecht,Nicht reglementiert,Übriges Europa,30
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mechatronik-, Energie- und Elektroberufe",26222,Elektroniker/in für Maschinen und Antriebstechnik nach der HwO,Bundesrecht,Nicht reglementiert,EWR/Schweiz,9
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mechatronik-, Energie- und Elektroberufe",26222,Elektroniker/in für Maschinen und Antriebstechnik nach der HwO,Bundesrecht,Nicht reglementiert,Drittstaaten,39
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mechatronik-, Energie- und Elektroberufe",26252,Elektroniker/in für Betriebstechnik,Bundesrecht,Nicht reglementiert,Europa,285
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mechatronik-, Energie- und Elektroberufe",26252,Elektroniker/in für Betriebstechnik,Bundesrecht,Nicht reglementiert,Afrika,57
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mechatronik-, Energie- und Elektroberufe",26252,Elektroniker/in für Betriebstechnik,Bundesrecht,Nicht reglementiert,Amerika (gesamt),399
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mechatronik-, Energie- und Elektroberufe",26252,Elektroniker/in für Betriebstechnik,Bundesrecht,Nicht reglementiert,Nordamerika,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mechatronik-, Energie- und Elektroberufe",26252,Elektroniker/in für Betriebstechnik,Bundesrecht,Nicht reglementiert,Südamerika,396
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mechatronik-, Energie- und Elektroberufe",26252,Elektroniker/in für Betriebstechnik,Bundesrecht,Nicht reglementiert,Asien,84
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mechatronik-, Energie- und Elektroberufe",26252,Elektroniker/in für Betriebstechnik,Bundesrecht,Nicht reglementiert,Australien/Ozeanien,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mechatronik-, Energie- und Elektroberufe",26252,Elektroniker/in für Betriebstechnik,Bundesrecht,Nicht reglementiert,EU-Länder,33
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mechatronik-, Energie- und Elektroberufe",26252,Elektroniker/in für Betriebstechnik,Bundesrecht,Nicht reglementiert,Übriges Europa,252
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mechatronik-, Energie- und Elektroberufe",26252,Elektroniker/in für Betriebstechnik,Bundesrecht,Nicht reglementiert,EWR/Schweiz,33
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mechatronik-, Energie- und Elektroberufe",26252,Elektroniker/in für Betriebstechnik,Bundesrecht,Nicht reglementiert,Drittstaaten,795
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mechatronik-, Energie- und Elektroberufe",26252,Industrieelektriker/in,Bundesrecht,Nicht reglementiert,Europa,423
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mechatronik-, Energie- und Elektroberufe",26252,Industrieelektriker/in,Bundesrecht,Nicht reglementiert,Afrika,42
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mechatronik-, Energie- und Elektroberufe",26252,Industrieelektriker/in,Bundesrecht,Nicht reglementiert,Amerika (gesamt),33
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mechatronik-, Energie- und Elektroberufe",26252,Industrieelektriker/in,Bundesrecht,Nicht reglementiert,Nordamerika,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mechatronik-, Energie- und Elektroberufe",26252,Industrieelektriker/in,Bundesrecht,Nicht reglementiert,Südamerika,33
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mechatronik-, Energie- und Elektroberufe",26252,Industrieelektriker/in,Bundesrecht,Nicht reglementiert,Asien,78
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mechatronik-, Energie- und Elektroberufe",26252,Industrieelektriker/in,Bundesrecht,Nicht reglementiert,EU-Länder,36
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mechatronik-, Energie- und Elektroberufe",26252,Industrieelektriker/in,Bundesrecht,Nicht reglementiert,Übriges Europa,387
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mechatronik-, Energie- und Elektroberufe",26252,Industrieelektriker/in,Bundesrecht,Nicht reglementiert,EWR/Schweiz,36
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mechatronik-, Energie- und Elektroberufe",26252,Industrieelektriker/in,Bundesrecht,Nicht reglementiert,Drittstaaten,543
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mechatronik-, Energie- und Elektroberufe",26252,Elektroanlagenmonteur/in,Bundesrecht,Nicht reglementiert,Europa,1119
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mechatronik-, Energie- und Elektroberufe",26252,Elektroanlagenmonteur/in,Bundesrecht,Nicht reglementiert,Afrika,6
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mechatronik-, Energie- und Elektroberufe",26252,Elektroanlagenmonteur/in,Bundesrecht,Nicht reglementiert,Amerika (gesamt),6
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mechatronik-, Energie- und Elektroberufe",26252,Elektroanlagenmonteur/in,Bundesrecht,Nicht reglementiert,Nordamerika,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mechatronik-, Energie- und Elektroberufe",26252,Elektroanlagenmonteur/in,Bundesrecht,Nicht reglementiert,Südamerika,6
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mechatronik-, Energie- und Elektroberufe",26252,Elektroanlagenmonteur/in,Bundesrecht,Nicht reglementiert,Asien,18
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mechatronik-, Energie- und Elektroberufe",26252,Elektroanlagenmonteur/in,Bundesrecht,Nicht reglementiert,Australien/Ozeanien,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mechatronik-, Energie- und Elektroberufe",26252,Elektroanlagenmonteur/in,Bundesrecht,Nicht reglementiert,EU-Länder,84
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mechatronik-, Energie- und Elektroberufe",26252,Elektroanlagenmonteur/in,Bundesrecht,Nicht reglementiert,Übriges Europa,1035
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mechatronik-, Energie- und Elektroberufe",26252,Elektroanlagenmonteur/in,Bundesrecht,Nicht reglementiert,EWR/Schweiz,87
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mechatronik-, Energie- und Elektroberufe",26252,Elektroanlagenmonteur/in,Bundesrecht,Nicht reglementiert,Drittstaaten,1065
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mechatronik-, Energie- und Elektroberufe",26252,Elektroniker/in,Bundesrecht,Nicht reglementiert,Europa,705
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mechatronik-, Energie- und Elektroberufe",26252,Elektroniker/in,Bundesrecht,Nicht reglementiert,Afrika,39
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mechatronik-, Energie- und Elektroberufe",26252,Elektroniker/in,Bundesrecht,Nicht reglementiert,Amerika (gesamt),6
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mechatronik-, Energie- und Elektroberufe",26252,Elektroniker/in,Bundesrecht,Nicht reglementiert,Nordamerika,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mechatronik-, Energie- und Elektroberufe",26252,Elektroniker/in,Bundesrecht,Nicht reglementiert,Südamerika,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mechatronik-, Energie- und Elektroberufe",26252,Elektroniker/in,Bundesrecht,Nicht reglementiert,Asien,60
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mechatronik-, Energie- und Elektroberufe",26252,Elektroniker/in,Bundesrecht,Nicht reglementiert,Australien/Ozeanien,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mechatronik-, Energie- und Elektroberufe",26252,Elektroniker/in,Bundesrecht,Nicht reglementiert,EU-Länder,126
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mechatronik-, Energie- und Elektroberufe",26252,Elektroniker/in,Bundesrecht,Nicht reglementiert,Übriges Europa,579
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mechatronik-, Energie- und Elektroberufe",26252,Elektroniker/in,Bundesrecht,Nicht reglementiert,EWR/Schweiz,126
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mechatronik-, Energie- und Elektroberufe",26252,Elektroniker/in,Bundesrecht,Nicht reglementiert,Drittstaaten,687
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mechatronik-, Energie- und Elektroberufe",26302,Elektroniker/in für Geräte und Systeme,Bundesrecht,Nicht reglementiert,Europa,210
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mechatronik-, Energie- und Elektroberufe",26302,Elektroniker/in für Geräte und Systeme,Bundesrecht,Nicht reglementiert,Afrika,18
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mechatronik-, Energie- und Elektroberufe",26302,Elektroniker/in für Geräte und Systeme,Bundesrecht,Nicht reglementiert,Amerika (gesamt),6
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mechatronik-, Energie- und Elektroberufe",26302,Elektroniker/in für Geräte und Systeme,Bundesrecht,Nicht reglementiert,Nordamerika,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mechatronik-, Energie- und Elektroberufe",26302,Elektroniker/in für Geräte und Systeme,Bundesrecht,Nicht reglementiert,Südamerika,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mechatronik-, Energie- und Elektroberufe",26302,Elektroniker/in für Geräte und Systeme,Bundesrecht,Nicht reglementiert,Asien,45
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mechatronik-, Energie- und Elektroberufe",26302,Elektroniker/in für Geräte und Systeme,Bundesrecht,Nicht reglementiert,EU-Länder,24
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mechatronik-, Energie- und Elektroberufe",26302,Elektroniker/in für Geräte und Systeme,Bundesrecht,Nicht reglementiert,Übriges Europa,186
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mechatronik-, Energie- und Elektroberufe",26302,Elektroniker/in für Geräte und Systeme,Bundesrecht,Nicht reglementiert,EWR/Schweiz,24
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mechatronik-, Energie- und Elektroberufe",26302,Elektroniker/in für Geräte und Systeme,Bundesrecht,Nicht reglementiert,Drittstaaten,255
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mechatronik-, Energie- und Elektroberufe",26302,Elektrotechnische(r) Assistent/in (Staatlich gepr.),Landesrecht,Nicht reglementiert,Europa,30
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mechatronik-, Energie- und Elektroberufe",26302,Elektrotechnische(r) Assistent/in (Staatlich gepr.),Landesrecht,Nicht reglementiert,Afrika,9
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mechatronik-, Energie- und Elektroberufe",26302,Elektrotechnische(r) Assistent/in (Staatlich gepr.),Landesrecht,Nicht reglementiert,Amerika (gesamt),0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mechatronik-, Energie- und Elektroberufe",26302,Elektrotechnische(r) Assistent/in (Staatlich gepr.),Landesrecht,Nicht reglementiert,Südamerika,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mechatronik-, Energie- und Elektroberufe",26302,Elektrotechnische(r) Assistent/in (Staatlich gepr.),Landesrecht,Nicht reglementiert,Asien,12
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mechatronik-, Energie- und Elektroberufe",26302,Elektrotechnische(r) Assistent/in (Staatlich gepr.),Landesrecht,Nicht reglementiert,EU-Länder,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mechatronik-, Energie- und Elektroberufe",26302,Elektrotechnische(r) Assistent/in (Staatlich gepr.),Landesrecht,Nicht reglementiert,Übriges Europa,24
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mechatronik-, Energie- und Elektroberufe",26302,Elektrotechnische(r) Assistent/in (Staatlich gepr.),Landesrecht,Nicht reglementiert,EWR/Schweiz,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mechatronik-, Energie- und Elektroberufe",26302,Elektrotechnische(r) Assistent/in (Staatlich gepr.),Landesrecht,Nicht reglementiert,Drittstaaten,48
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mechatronik-, Energie- und Elektroberufe",26302,Energietechnische(r) Assistent/in (Staatlich gepr.),Landesrecht,Nicht reglementiert,Europa,3
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mechatronik-, Energie- und Elektroberufe",26302,Energietechnische(r) Assistent/in (Staatlich gepr.),Landesrecht,Nicht reglementiert,EU-Länder,0
21231,Erhebung nach §17 Berufsqualifikationsfeststellungsgesetz (BQFG),2024,"Mechatronik-, Energie- und Elektroberufe",26302,Energietechnische(r) Assistent/in (Staatlich gepr.),Landesrecht,Nicht reglementiert,Übriges Europa,3
