Origin country (code),Origin country (name),Host country (code),Host country (name),Profession,Year from,Year to,Establishment,Type of decision,Pos/Neg/Neutral,Total,Recognition,Qualification/Training,Qualification level,Isco code 1,Isco label 1
BG,Bulgaria,DE,Germany,Secondary school teacher,2023,2023,Yes,Positive after adaptation period (general system),+,3,Sectoral professions Annex V - automatic recognition,,,2330,Secondary education teachers
BG,Bulgaria,DE,Germany,Nurse,2023,2023,Yes,Positive after adaptation period (general system),+,6,Sectoral professions Annex V - automatic recognition,Training of Nurse responsible for general care (Article 31 of Directive 2005/36/EC),,2221,Nursing professionals
BG,Bulgaria,DE,Germany,Physiotherapist,2023,2023,Yes,Positive after adaptation period (general system),+,3,Sectoral professions Annex V - automatic recognition,,,2264,Physiotherapists 
BG,Bulgaria,DE,Germany,Pharmaceutical technician/Pharmaceutical assistant,2023,2023,Yes,Positive after adaptation period (general system),+,3,Sectoral professions Annex V - automatic recognition,,,3213,Pharmaceutical technicians and assistants
BG,Bulgaria,DE,Germany,Medical/Biomedical  laboratory technician,2023,2023,Yes,Positive after adaptation period (general system),+,3,Sectoral professions Annex V - automatic recognition,,,3212,Medical and pathology laboratory technicians 
BG,Bulgaria,DE,Germany,Radiographer / Radiotherapist,2022,2022,Yes,Positive after adaptation period (general system),+,3,Sectoral professions Annex V - automatic recognition,,,3211,Medical imaging and therapeutic equipment technicians
BG,Bulgaria,DE,Germany,Medical/Biomedical  laboratory technician,2022,2022,Yes,Positive after adaptation period (general system),+,3,Sectoral professions Annex V - automatic recognition,,,3212,Medical and pathology laboratory technicians 
BG,Bulgaria,DE,Germany,Secondary school teacher,2022,2022,Yes,Positive after adaptation period (general system),+,6,Sectoral professions Annex V - automatic recognition,,,2330,Secondary education teachers
BG,Bulgaria,DE,Germany,Child care worker,2022,2022,Yes,Positive after adaptation period (general system),+,15,Sectoral professions Annex V - automatic recognition,,,5311,Child care workers
BG,Bulgaria,DE,Germany,Child care worker,2022,2022,Yes,Positive after adaptation period (general system),+,6,Sectoral professions Annex V - automatic recognition,,,5311,Child care workers
BG,Bulgaria,DE,Germany,Physiotherapist,2022,2022,Yes,Positive after adaptation period (general system),+,9,Sectoral professions Annex V - automatic recognition,,,2264,Physiotherapists 
BG,Bulgaria,DE,Germany,Secondary school teacher,2020,2020,Yes,Positive after adaptation period (general system),+,3,Sectoral professions Annex V - automatic recognition,,,2330,Secondary education teachers
BG,Bulgaria,DE,Germany,Child care worker,2020,2020,Yes,Positive after adaptation period (general system),+,12,Sectoral professions Annex V - automatic recognition,,,5311,Child care workers
BG,Bulgaria,DE,Germany,Nurse,2020,2020,Yes,Positive after adaptation period (general system),+,9,Sectoral professions Annex V - automatic recognition,Training of Nurse responsible for general care (Article 31 of Directive 2005/36/EC),,2221,Nursing professionals
BG,Bulgaria,DE,Germany,Child care worker,2021,2021,Yes,Positive after adaptation period (general system),+,9,Sectoral professions Annex V - automatic recognition,,,5311,Child care workers
BG,Bulgaria,DE,Germany,Physiotherapist,2021,2021,Yes,Positive after adaptation period (general system),+,6,Sectoral professions Annex V - automatic recognition,,,2264,Physiotherapists 
BG,Bulgaria,DE,Germany,Radiographer / Radiotherapist,2021,2021,Yes,Positive after adaptation period (general system),+,3,Sectoral professions Annex V - automatic recognition,,,3211,Medical imaging and therapeutic equipment technicians
BG,Bulgaria,DE,Germany,Speech and language therapist,2021,2021,Yes,Positive after adaptation period (general system),+,3,Sectoral professions Annex V - automatic recognition,,,2266,Audiologists and speech therapists
BG,Bulgaria,DE,Germany,Child care worker,2020,2020,Yes,Positive after adaptation period (general system),+,9,Sectoral professions Annex V - automatic recognition,,,5311,Child care workers
BG,Bulgaria,DE,Germany,Physiotherapist,2020,2020,Yes,Positive after adaptation period (general system),+,6,Sectoral professions Annex V - automatic recognition,,,2264,Physiotherapists 
BG,Bulgaria,DE,Germany,Medical/Biomedical  laboratory technician,2020,2020,Yes,Positive after adaptation period (general system),+,3,Sectoral professions Annex V - automatic recognition,,,3212,Medical and pathology laboratory technicians 
BG,Bulgaria,DE,Germany,Secondary school teacher,2021,2021,Yes,Positive after adaptation period (general system),+,3,Sectoral professions Annex V - automatic recognition,,,2330,Secondary education teachers
BG,Bulgaria,DE,Germany,Nurse,2021,2021,Yes,Positive after adaptation period (general system),+,6,Sectoral professions Annex V - automatic recognition,Training of Nurse responsible for general care (Article 31 of Directive 2005/36/EC),,2221,Nursing professionals
BG,Bulgaria,DE,Germany,Nurse,2015,2015,Yes,Positive after adaptation period (general system),+,12,Sectoral professions Annex V - automatic recognition,Training of Nurse responsible for general care (Article 31 of Directive 2005/36/EC),,2221,Nursing professionals
BG,Bulgaria,DE,Germany,Nurse,2017,2017,Yes,Positive after adaptation period (general system),+,9,Sectoral professions Annex V - automatic recognition,Training of Nurse responsible for general care (Article 31 of Directive 2005/36/EC),,2221,Nursing professionals
BG,Bulgaria,DE,Germany,Medical/Biomedical  laboratory technician,2017,2017,Yes,Positive after adaptation period (general system),+,3,Sectoral professions Annex V - automatic recognition,,,3212,Medical and pathology laboratory technicians 
BG,Bulgaria,DE,Germany,Physiotherapist,2017,2017,Yes,Positive after adaptation period (general system),+,3,Sectoral professions Annex V - automatic recognition,,,2264,Physiotherapists 
BG,Bulgaria,DE,Germany,Secondary school teacher,2016,2016,Yes,Positive after adaptation period (general system),+,6,Sectoral professions Annex V - automatic recognition,,,2330,Secondary education teachers
BG,Bulgaria,DE,Germany,Nurse,2016,2016,Yes,Positive after adaptation period (general system),+,12,Sectoral professions Annex V - automatic recognition,Training of Nurse responsible for general care (Article 31 of Directive 2005/36/EC),,2221,Nursing professionals
BG,Bulgaria,DE,Germany,Radiographer / Radiotherapist,2016,2016,Yes,Positive after adaptation period (general system),+,3,Sectoral professions Annex V - automatic recognition,,,3211,Medical imaging and therapeutic equipment technicians
BG,Bulgaria,DE,Germany,Physiotherapist,2016,2016,Yes,Positive after adaptation period (general system),+,3,Sectoral professions Annex V - automatic recognition,,,2264,Physiotherapists 
BG,Bulgaria,DE,Germany,Nurse,2011,2011,Yes,Positive after adaptation period (general system),+,21,Sectoral professions Annex V - automatic recognition,Training of Nurse responsible for general care (Article 31 of Directive 2005/36/EC),,2221,Nursing professionals
BG,Bulgaria,DE,Germany,Pharmaceutical technician/Pharmaceutical assistant,2011,2011,Yes,Positive after adaptation period (general system),+,1,Sectoral professions Annex V - automatic recognition,,,3213,Pharmaceutical technicians and assistants
BG,Bulgaria,DE,Germany,Physiotherapist,2012,2012,Yes,Positive after adaptation period (general system),+,1,Sectoral professions Annex V - automatic recognition,,,2264,Physiotherapists 
BG,Bulgaria,DE,Germany,Medical/Biomedical  laboratory technician,2012,2012,Yes,Positive after adaptation period (general system),+,2,Sectoral professions Annex V - automatic recognition,,,3212,Medical and pathology laboratory technicians 
BG,Bulgaria,DE,Germany,Nurse,2012,2012,Yes,Positive after adaptation period (general system),+,2,Sectoral professions Annex V - automatic recognition,Training of Nurse responsible for general care (Article 31 of Directive 2005/36/EC),,2221,Nursing professionals
BG,Bulgaria,DE,Germany,Secondary school teacher,2011,2011,Yes,Positive after adaptation period (general system),+,3,Sectoral professions Annex V - automatic recognition,,,2330,Secondary education teachers
BG,Bulgaria,DE,Germany,Secondary school teacher,2012,2012,Yes,Positive after adaptation period (general system),+,18,Sectoral professions Annex V - automatic recognition,,,2330,Secondary education teachers
BG,Bulgaria,DE,Germany,Nurse,2018,2018,Yes,Positive after adaptation period (general system),+,3,Sectoral professions Annex V - automatic recognition,Training of Nurse responsible for general care (Article 31 of Directive 2005/36/EC),,2221,Nursing professionals
BG,Bulgaria,DE,Germany,Secondary school teacher,2008,2008,Yes,Positive after adaptation period (general system),+,4,Sectoral professions Annex V - automatic recognition,,,2330,Secondary education teachers
BG,Bulgaria,DE,Germany,Child care worker,2018,2018,Yes,Positive after adaptation period (general system),+,6,Sectoral professions Annex V - automatic recognition,,,5311,Child care workers
BG,Bulgaria,DE,Germany,Midwife,2009,2009,Yes,Positive after adaptation period (general system),+,1,Sectoral professions Annex V - automatic recognition,Midwife training (Article 40 of Directive 2005/36/EC),,2222,Midwifery professionals
BG,Bulgaria,DE,Germany,Nurse,2009,2009,Yes,Positive after adaptation period (general system),+,7,Sectoral professions Annex V - automatic recognition,Training of Nurse responsible for general care (Article 31 of Directive 2005/36/EC),,2221,Nursing professionals
BG,Bulgaria,DE,Germany,Secondary school teacher,2009,2009,Yes,Positive after adaptation period (general system),+,1,Sectoral professions Annex V - automatic recognition,,,2330,Secondary education teachers
BG,Bulgaria,DE,Germany,Doctor of Medicine,2009,2009,Yes,Positive after adaptation period (general system),+,9,Sectoral professions Annex V - automatic recognition,Basic medical training (Article 24),,221,Medical doctors
BG,Bulgaria,DE,Germany,Masseur/Massage therapist/Spa therapist,2009,2009,Yes,Positive after adaptation period (general system),+,1,Sectoral professions Annex V - automatic recognition,,,3255,Physiotherapy technicians and assistants
BG,Bulgaria,DE,Germany,Speech and language therapist,2009,2009,Yes,Positive after adaptation period (general system),+,1,Sectoral professions Annex V - automatic recognition,,,2266,Audiologists and speech therapists
BG,Bulgaria,DE,Germany,Doctor of Medicine,2008,2008,Yes,Positive after adaptation period (general system),+,12,Sectoral professions Annex V - automatic recognition,Basic medical training (Article 24),,221,Medical doctors
BG,Bulgaria,DE,Germany,Physiotherapist,2008,2008,Yes,Positive after adaptation period (general system),+,3,Sectoral professions Annex V - automatic recognition,,,2264,Physiotherapists 
BG,Bulgaria,DE,Germany,Nurse,2007,2007,Yes,Positive after adaptation period (general system),+,2,Sectoral professions Annex V - automatic recognition,Training of Nurse responsible for general care (Article 31 of Directive 2005/36/EC),,2221,Nursing professionals
BG,Bulgaria,DE,Germany,Secondary school teacher,2007,2007,Yes,Positive after adaptation period (general system),+,2,Sectoral professions Annex V - automatic recognition,,,2330,Secondary education teachers
BG,Bulgaria,DE,Germany,Physiotherapist,2018,2018,Yes,Positive after adaptation period (general system),+,6,Sectoral professions Annex V - automatic recognition,,,2264,Physiotherapists 
BG,Bulgaria,DE,Germany,Medical/Biomedical  laboratory technician,2018,2018,Yes,Positive after adaptation period (general system),+,3,Sectoral professions Annex V - automatic recognition,,,3212,Medical and pathology laboratory technicians 
BG,Bulgaria,DE,Germany,Special needs teacher,2017,2017,Yes,Positive after aptitude test (general system),+,15,Sectoral professions Annex V - automatic recognition,,,2352,Special needs teachers
BG,Bulgaria,DE,Germany,Nurse,2019,2019,Yes,Positive after aptitude test (general system),+,3,Sectoral professions Annex V - automatic recognition,Training of Nurse responsible for general care (Article 31 of Directive 2005/36/EC),,2221,Nursing professionals
BG,Bulgaria,DE,Germany,Architect,2018,2018,Yes,Positive after aptitude test (general system),+,3,Sectoral professions Annex V - automatic recognition,Architect training (Article 46 of Directive 2005/36/EC),,2161,Building architects
BG,Bulgaria,DE,Germany,Veterinary Surgeon,2022,2022,Yes,Positive after aptitude test (general system),+,3,Sectoral professions Annex V - automatic recognition,Veterinary Surgeon training (Article 38 of Directive 2005/36/EC),,2250,Veterinarians
BG,Bulgaria,DE,Germany,Physiotherapist,2022,2022,Yes,Positive after aptitude test (general system),+,3,Sectoral professions Annex V - automatic recognition,,,2264,Physiotherapists 
BG,Bulgaria,DE,Germany,Nurse,2022,2022,Yes,Positive after aptitude test (general system),+,3,Sectoral professions Annex V - automatic recognition,Training of Nurse responsible for general care (Article 31 of Directive 2005/36/EC),,2221,Nursing professionals
BG,Bulgaria,DE,Germany,Nurse,2021,2021,Yes,Positive after aptitude test (general system),+,6,Sectoral professions Annex V - automatic recognition,Training of Nurse responsible for general care (Article 31 of Directive 2005/36/EC),,2221,Nursing professionals
BG,Bulgaria,DE,Germany,Nurse,2020,2020,Yes,Positive after aptitude test (general system),+,6,Sectoral professions Annex V - automatic recognition,Training of Nurse responsible for general care (Article 31 of Directive 2005/36/EC),,2221,Nursing professionals
BG,Bulgaria,DE,Germany,Physiotherapist,2020,2020,Yes,Positive after aptitude test (general system),+,3,Sectoral professions Annex V - automatic recognition,,,2264,Physiotherapists 
BG,Bulgaria,DE,Germany,Architect,2018,2018,Yes,Positive after aptitude test (general system),+,3,Sectoral professions Annex V - automatic recognition,Other architect training (national training requirements),,2161,Building architects
BG,Bulgaria,DE,Germany,Nurse,2017,2017,Yes,Positive after aptitude test (general system),+,9,Sectoral professions Annex V - automatic recognition,Training of Nurse responsible for general care (Article 31 of Directive 2005/36/EC),,2221,Nursing professionals
BG,Bulgaria,DE,Germany,Medical/Biomedical  laboratory technician,2017,2017,Yes,Positive after aptitude test (general system),+,3,Sectoral professions Annex V - automatic recognition,,,3212,Medical and pathology laboratory technicians 
BG,Bulgaria,DE,Germany,Physiotherapist,2017,2017,Yes,Positive after aptitude test (general system),+,3,Sectoral professions Annex V - automatic recognition,,,2264,Physiotherapists 
BG,Bulgaria,DE,Germany,Doctor of Medicine,2015,2015,Yes,Positive after aptitude test (general system),+,3,Sectoral professions Annex V - automatic recognition,Basic medical training (Article 24),,221,Medical doctors
BG,Bulgaria,DE,Germany,Secondary school teacher,2016,2016,Yes,Positive after aptitude test (general system),+,9,Sectoral professions Annex V - automatic recognition,,,2330,Secondary education teachers
BG,Bulgaria,DE,Germany,Midwife,2016,2016,Yes,Positive after aptitude test (general system),+,3,Sectoral professions Annex V - automatic recognition,Midwife training (Article 40 of Directive 2005/36/EC),,2222,Midwifery professionals
BG,Bulgaria,DE,Germany,Nurse,2016,2016,Yes,Positive after aptitude test (general system),+,3,Sectoral professions Annex V - automatic recognition,Training of Nurse responsible for general care (Article 31 of Directive 2005/36/EC),,2221,Nursing professionals
BG,Bulgaria,DE,Germany,Engineer,2017,2017,Yes,Positive after aptitude test (general system),+,3,Sectoral professions Annex V - automatic recognition,,,214,Engineering professionals (excluding electrotechnology)
BG,Bulgaria,DE,Germany,Physiotherapist,2016,2016,Yes,Positive after aptitude test (general system),+,3,Sectoral professions Annex V - automatic recognition,,,2264,Physiotherapists 
BG,Bulgaria,DE,Germany,Nurse,2011,2011,Yes,Positive after aptitude test (general system),+,4,Sectoral professions Annex V - automatic recognition,Training of Nurse responsible for general care (Article 31 of Directive 2005/36/EC),,2221,Nursing professionals
BG,Bulgaria,DE,Germany,Psychotherapist,2012,2012,Yes,Positive after aptitude test (general system),+,1,Sectoral professions Annex V - automatic recognition,,,2634,Psychologists
BG,Bulgaria,DE,Germany,Midwife,2012,2012,Yes,Positive after aptitude test (general system),+,1,Sectoral professions Annex V - automatic recognition,Midwife training (Article 40 of Directive 2005/36/EC),,2222,Midwifery professionals
BG,Bulgaria,DE,Germany,Pharmaceutical technician/Pharmaceutical assistant,2011,2011,Yes,Positive after aptitude test (general system),+,1,Sectoral professions Annex V - automatic recognition,,,3213,Pharmaceutical technicians and assistants
BG,Bulgaria,DE,Germany,Physiotherapist,2012,2012,Yes,Positive after aptitude test (general system),+,2,Sectoral professions Annex V - automatic recognition,,,2264,Physiotherapists 
BG,Bulgaria,DE,Germany,Pharmaceutical technician/Pharmaceutical assistant,2012,2012,Yes,Positive after aptitude test (general system),+,1,Sectoral professions Annex V - automatic recognition,,,3213,Pharmaceutical technicians and assistants
BG,Bulgaria,DE,Germany,Midwife,2011,2011,Yes,Positive after aptitude test (general system),+,1,Sectoral professions Annex V - automatic recognition,Midwife training (Article 40 of Directive 2005/36/EC),,2222,Midwifery professionals
BG,Bulgaria,DE,Germany,Nurse,2012,2012,Yes,Positive after aptitude test (general system),+,1,Sectoral professions Annex V - automatic recognition,Training of Nurse responsible for general care (Article 31 of Directive 2005/36/EC),,2221,Nursing professionals
BG,Bulgaria,DE,Germany,Plasterer,2010,2010,Yes,Positive after aptitude test (general system),+,1,Sectoral professions Annex V - automatic recognition,,,7123,Plasterers
BG,Bulgaria,DE,Germany,Lawyer/Barrister/Solicitor,2011,2011,Yes,Positive after aptitude test (general system),+,1,Sectoral professions Annex V - automatic recognition,,,2611,Lawyers
BG,Bulgaria,DE,Germany,Secondary school teacher,2012,2012,Yes,Positive after aptitude test (general system),+,1,Sectoral professions Annex V - automatic recognition,,,2330,Secondary education teachers
BG,Bulgaria,DE,Germany,Nurse,2018,2018,Yes,Positive after aptitude test (general system),+,9,Sectoral professions Annex V - automatic recognition,Training of Nurse responsible for general care (Article 31 of Directive 2005/36/EC),,2221,Nursing professionals
BG,Bulgaria,DE,Germany,Dental Practitioner,2008,2008,Yes,Positive after aptitude test (general system),+,1,Sectoral professions Annex V - automatic recognition,Basic dental training (Article 34 of Directive 2005/36/EC),,2261,Dentists
BG,Bulgaria,DE,Germany,Secondary school teacher,2008,2008,Yes,Positive after aptitude test (general system),+,2,Sectoral professions Annex V - automatic recognition,,,2330,Secondary education teachers
BG,Bulgaria,DE,Germany,Nurse,2009,2009,Yes,Positive after aptitude test (general system),+,3,Sectoral professions Annex V - automatic recognition,Training of Nurse responsible for general care (Article 31 of Directive 2005/36/EC),,2221,Nursing professionals
BG,Bulgaria,DE,Germany,Lawyer/Barrister/Solicitor,2010,2010,Yes,Positive after aptitude test (general system),+,1,Sectoral professions Annex V - automatic recognition,,,2611,Lawyers
BG,Bulgaria,DE,Germany,Secondary school teacher,2009,2009,Yes,Positive after aptitude test (general system),+,1,Sectoral professions Annex V - automatic recognition,,,2330,Secondary education teachers
BG,Bulgaria,DE,Germany,Dental Practitioner,2009,2009,Yes,Positive after aptitude test (general system),+,1,Sectoral professions Annex V - automatic recognition,Basic dental training (Article 34 of Directive 2005/36/EC),,2261,Dentists
BG,Bulgaria,DE,Germany,Nurse,2008,2008,Yes,Positive after aptitude test (general system),+,4,Sectoral professions Annex V - automatic recognition,Training of Nurse responsible for general care (Article 31 of Directive 2005/36/EC),,2221,Nursing professionals
BG,Bulgaria,DE,Germany,Hairdresser / Barber /Wig-maker,2009,2009,Yes,Positive after aptitude test (general system),+,1,Sectoral professions Annex V - automatic recognition,,,5141,Hairdressers
BG,Bulgaria,DE,Germany,Doctor of Medicine,2008,2008,Yes,Positive after aptitude test (general system),+,2,Sectoral professions Annex V - automatic recognition,Basic medical training (Article 24),,221,Medical doctors
BG,Bulgaria,DE,Germany,Nurse,2007,2007,Yes,Positive after aptitude test (general system),+,4,Sectoral professions Annex V - automatic recognition,Training of Nurse responsible for general care (Article 31 of Directive 2005/36/EC),,2221,Nursing professionals
BG,Bulgaria,DE,Germany,Dental Practitioner,2007,2007,Yes,Positive after aptitude test (general system),+,3,Sectoral professions Annex V - automatic recognition,Basic dental training (Article 34 of Directive 2005/36/EC),,2261,Dentists
BG,Bulgaria,DE,Germany,Doctor of Medicine,2007,2007,Yes,Positive after aptitude test (general system),+,6,Sectoral professions Annex V - automatic recognition,Basic medical training (Article 24),,221,Medical doctors
BG,Bulgaria,DE,Germany,Physiotherapist,2018,2018,Yes,Positive after aptitude test (general system),+,3,Sectoral professions Annex V - automatic recognition,,,2264,Physiotherapists 
BG,Bulgaria,DE,Germany,Doctor of Medicine,2019,2019,Yes,Positive Automatic General System (no compensation measures imposed),+,15,Sectoral professions Annex V - automatic recognition,Basic medical training (Article 24),,221,Medical doctors
BG,Bulgaria,DE,Germany,Doctor of Medicine,2018,2018,Yes,Positive Automatic General System (no compensation measures imposed),+,27,Sectoral professions Annex V - automatic recognition,Basic medical training (Article 24),,221,Medical doctors
BG,Bulgaria,DE,Germany,Child care worker,2023,2023,Yes,Positive Automatic General System (no compensation measures imposed),+,3,Sectoral professions Annex V - automatic recognition,,,5311,Child care workers
BG,Bulgaria,DE,Germany,Doctor of Medicine,2023,2023,Yes,Positive Automatic General System (no compensation measures imposed),+,3,Sectoral professions Annex V - automatic recognition,Basic medical training (Article 24),,221,Medical doctors
BG,Bulgaria,DE,Germany,Architect,2023,2023,Yes,Positive Automatic General System (no compensation measures imposed),+,3,Sectoral professions Annex V - automatic recognition,Architect training (Article 46 of Directive 2005/36/EC),,2161,Building architects
BG,Bulgaria,DE,Germany,Pharmacist,2017,2017,Yes,Positive Automatic General System (no compensation measures imposed),+,3,Sectoral professions Annex V - automatic recognition,Pharmacist training (Article 44 of Directive 2005/36/EC),,2262,Pharmacists
BG,Bulgaria,DE,Germany,Pharmacist,2015,2015,Yes,Positive Automatic General System (no compensation measures imposed),+,3,Sectoral professions Annex V - automatic recognition,Pharmacist training (Article 44 of Directive 2005/36/EC),,2262,Pharmacists
BG,Bulgaria,DE,Germany,Engineer,2019,2019,Yes,Positive Automatic General System (no compensation measures imposed),+,75,Sectoral professions Annex V - automatic recognition,,,214,Engineering professionals (excluding electrotechnology)
BG,Bulgaria,DE,Germany,Nurse,2019,2019,Yes,Positive Automatic General System (no compensation measures imposed),+,12,Sectoral professions Annex V - automatic recognition,Training of Nurse responsible for general care (Article 31 of Directive 2005/36/EC),,2221,Nursing professionals
BG,Bulgaria,DE,Germany,Pharmaceutical technician/Pharmaceutical assistant,2017,2017,Yes,Positive Automatic General System (no compensation measures imposed),+,3,Sectoral professions Annex V - automatic recognition,,,3213,Pharmaceutical technicians and assistants
BG,Bulgaria,DE,Germany,Dental Practitioner,2019,2019,Yes,Positive Automatic General System (no compensation measures imposed),+,3,Sectoral professions Annex V - automatic recognition,Basic dental training (Article 34 of Directive 2005/36/EC),,2261,Dentists
BG,Bulgaria,DE,Germany,Nurse,2015,2015,Yes,Positive Automatic General System (no compensation measures imposed),+,6,Sectoral professions Annex V - automatic recognition,Specialist nurse training (national training requirements),,2221,Nursing professionals
BG,Bulgaria,DE,Germany,Architect,2019,2019,Yes,Positive Automatic General System (no compensation measures imposed),+,3,Sectoral professions Annex V - automatic recognition,Architect training (Article 46 of Directive 2005/36/EC),,2161,Building architects
BG,Bulgaria,DE,Germany,Veterinary Surgeon,2016,2016,Yes,Positive Automatic General System (no compensation measures imposed),+,3,Sectoral professions Annex V - automatic recognition,Veterinary Surgeon training (Article 38 of Directive 2005/36/EC),,2250,Veterinarians
BG,Bulgaria,DE,Germany,Physiotherapist,2019,2019,Yes,Positive Automatic General System (no compensation measures imposed),+,9,Sectoral professions Annex V - automatic recognition,,,2264,Physiotherapists 
BG,Bulgaria,DE,Germany,Physiotherapist,2015,2015,Yes,Positive Automatic General System (no compensation measures imposed),+,6,Sectoral professions Annex V - automatic recognition,,,2264,Physiotherapists 
BG,Bulgaria,DE,Germany,Secondary school teacher,2023,2023,Yes,Positive Automatic General System (no compensation measures imposed),+,3,Sectoral professions Annex V - automatic recognition,,,2330,Secondary education teachers
BG,Bulgaria,DE,Germany,Engineer,2023,2023,Yes,Positive Automatic General System (no compensation measures imposed),+,39,Sectoral professions Annex V - automatic recognition,,,214,Engineering professionals (excluding electrotechnology)
BG,Bulgaria,DE,Germany,Physiotherapist,2023,2023,Yes,Positive Automatic General System (no compensation measures imposed),+,6,Sectoral professions Annex V - automatic recognition,,,2264,Physiotherapists 
BG,Bulgaria,DE,Germany,Pharmaceutical technician/Pharmaceutical assistant,2023,2023,Yes,Positive Automatic General System (no compensation measures imposed),+,3,Sectoral professions Annex V - automatic recognition,,,3213,Pharmaceutical technicians and assistants
BG,Bulgaria,DE,Germany,Nurse,2023,2023,Yes,Positive Automatic General System (no compensation measures imposed),+,6,Sectoral professions Annex V - automatic recognition,Training of Nurse responsible for general care (Article 31 of Directive 2005/36/EC),,2221,Nursing professionals
BG,Bulgaria,DE,Germany,Engineer,2022,2022,Yes,Positive Automatic General System (no compensation measures imposed),+,24,Sectoral professions Annex V - automatic recognition,,,214,Engineering professionals (excluding electrotechnology)
BG,Bulgaria,DE,Germany,Doctor of Medicine,2022,2022,Yes,Positive Automatic General System (no compensation measures imposed),+,3,Sectoral professions Annex V - automatic recognition,Basic medical training (Article 24),,221,Medical doctors
BG,Bulgaria,DE,Germany,Architect,2022,2022,Yes,Positive Automatic General System (no compensation measures imposed),+,3,Sectoral professions Annex V - automatic recognition,Architect training (Article 46 of Directive 2005/36/EC),,2161,Building architects
BG,Bulgaria,DE,Germany,Physiotherapist,2022,2022,Yes,Positive Automatic General System (no compensation measures imposed),+,6,Sectoral professions Annex V - automatic recognition,,,2264,Physiotherapists 
BG,Bulgaria,DE,Germany,Midwife,2022,2022,Yes,Positive Automatic General System (no compensation measures imposed),+,3,Sectoral professions Annex V - automatic recognition,Midwife training (Article 40 of Directive 2005/36/EC),,2222,Midwifery professionals
BG,Bulgaria,DE,Germany,Nurse,2022,2022,Yes,Positive Automatic General System (no compensation measures imposed),+,6,Sectoral professions Annex V - automatic recognition,Training of Nurse responsible for general care (Article 31 of Directive 2005/36/EC),,2221,Nursing professionals
BG,Bulgaria,DE,Germany,Nurse,2020,2020,Yes,Positive Automatic General System (no compensation measures imposed),+,18,Sectoral professions Annex V - automatic recognition,Training of Nurse responsible for general care (Article 31 of Directive 2005/36/EC),,2221,Nursing professionals
BG,Bulgaria,DE,Germany,Child care worker,2021,2021,Yes,Positive Automatic General System (no compensation measures imposed),+,3,Sectoral professions Annex V - automatic recognition,,,5311,Child care workers
BG,Bulgaria,DE,Germany,Child care worker,2020,2020,Yes,Positive Automatic General System (no compensation measures imposed),+,6,Sectoral professions Annex V - automatic recognition,,,5311,Child care workers
BG,Bulgaria,DE,Germany,Architect,2020,2020,Yes,Positive Automatic General System (no compensation measures imposed),+,3,Sectoral professions Annex V - automatic recognition,Architect training (Article 46 of Directive 2005/36/EC),,2161,Building architects
BG,Bulgaria,DE,Germany,Engineer,2020,2020,Yes,Positive Automatic General System (no compensation measures imposed),+,39,Sectoral professions Annex V - automatic recognition,,,214,Engineering professionals (excluding electrotechnology)
BG,Bulgaria,DE,Germany,Nursing Assistants and Health Care Assistants,2020,2020,Yes,Positive Automatic General System (no compensation measures imposed),+,3,Sectoral professions Annex V - automatic recognition,,,,
BG,Bulgaria,DE,Germany,Lawyer/Barrister/Solicitor,2021,2021,Yes,Positive Automatic General System (no compensation measures imposed),+,3,Sectoral professions Annex V - automatic recognition,,,2611,Lawyers
BG,Bulgaria,DE,Germany,Physiotherapist,2021,2021,Yes,Positive Automatic General System (no compensation measures imposed),+,6,Sectoral professions Annex V - automatic recognition,,,2264,Physiotherapists 
BG,Bulgaria,DE,Germany,Medical/Biomedical  laboratory technician,2021,2021,Yes,Positive Automatic General System (no compensation measures imposed),+,3,Sectoral professions Annex V - automatic recognition,,,3212,Medical and pathology laboratory technicians 
BG,Bulgaria,DE,Germany,Physiotherapist,2020,2020,Yes,Positive Automatic General System (no compensation measures imposed),+,3,Sectoral professions Annex V - automatic recognition,,,2264,Physiotherapists 
BG,Bulgaria,DE,Germany,Medical/Biomedical  laboratory technician,2020,2020,Yes,Positive Automatic General System (no compensation measures imposed),+,3,Sectoral professions Annex V - automatic recognition,,,3212,Medical and pathology laboratory technicians 
BG,Bulgaria,DE,Germany,Secondary school teacher,2021,2021,Yes,Positive Automatic General System (no compensation measures imposed),+,3,Sectoral professions Annex V - automatic recognition,,,2330,Secondary education teachers
BG,Bulgaria,DE,Germany,Engineer,2021,2021,Yes,Positive Automatic General System (no compensation measures imposed),+,30,Sectoral professions Annex V - automatic recognition,,,214,Engineering professionals (excluding electrotechnology)
BG,Bulgaria,DE,Germany,Nurse,2021,2021,Yes,Positive Automatic General System (no compensation measures imposed),+,6,Sectoral professions Annex V - automatic recognition,Training of Nurse responsible for general care (Article 31 of Directive 2005/36/EC),,2221,Nursing professionals
BG,Bulgaria,DE,Germany,Geriatric nurse/Carer for the aged,2018,2018,Yes,Positive Automatic General System (no compensation measures imposed),+,3,Sectoral professions Annex V - automatic recognition,,,2221,Nursing professionals
BG,Bulgaria,DE,Germany,Dental Practitioner,2015,2015,Yes,Positive Automatic General System (no compensation measures imposed),+,6,Sectoral professions Annex V - automatic recognition,Basic dental training (Article 34 of Directive 2005/36/EC),,2261,Dentists
